address,contact,cuisines,event_date,event_desc,event_name,facility,featured_collections,geo_location_lat,geo_location_long,known_for,link,name,price_beer,price_two,price_two_comp,rating,timetable,votes,what_people_love_here
"Radisson Noida, C Block, Sector 55, Noida","0120 4678888,  +91 9999462105","North Indian, Mughlai, Kebab",,,,"Wheelchair Accessible,Full Bar Available,4/5 Star,Valet Parking Available,Wifi,Luxury Dining,Table booking recommended,Indoor Seating,Buffet",,28.6039480000,77.3504334000,,https://www.zomato.com/ncr/the-great-kabab-factory-radisson-noida-sector-55-noida,The Great Kabab Factory - Radisson Noida,350,"3,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.0,"[['Mon', '12noon – 3pm, 7pm – 11:30pm'], ['Tue', '12noon – 3pm, 7pm – 11:30pm'], ['Wed', '12noon – 3pm, 7pm – 11:30pm'], ['Thu', '12noon – 3pm, 7pm – 11:30pm'], ['Fri', '12noon – 3pm, 7pm – 11:30pm'], ['Sat', '12noon – 3pm, 7pm – 11:30pm'], ['Sun', '12noon – 3pm, 7pm – 11:30pm']]",387,"Food,Service,Look & Feel"
"29, First Floor, Khan Market, New Delhi",011 71564967,"Modern Indian, Mexican, Lebanese, Italian",,,,"Full Bar Available,Live Sports Screening,Serves Cocktails,Resto Bar,Smoking Area,Live Entertainment,Sports TV,Indoor Seating,Table booking recommended",",Live Sports Screenings,Insta-Worthy,Artisan Cocktails",28.6000954477,77.2279882059,,https://www.zomato.com/ncr/the-immigrant-cafe-khan-market-new-delhi,The Immigrant Cafe,195,"1,600",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.1,"[['Mon', '12noon – 12:30am'], ['Tue', '12noon – 12:30am'], ['Wed', '12noon – 12:30am'], ['Thu', '12noon – 12:30am'], ['Fri', '12noon – 12:30am'], ['Sat', '12noon – 12:30am'], ['Sun', '12noon – 12:30am']]",713,"Food,Service,Look & Feel"
"Eros Market Place, Shakti Khand 2, Indirapuram, Ghaziabad","+91 8377003471,  +91 8377003472","North Indian, Chinese, Thai","Fri, 21 June 2019 - Sat, 18 July 2020 · 08:30 pm - 11:30 pm",Listen to your favourite Music everyday(except Tuesday’s)at your own Mystery Of Food..,"""Musical Night""","Home Delivery,Full Bar Available,Live Sports Screening,Live Music,Smoking Area,Wifi,Nightlife,Outdoor Seating,Indoor Seating,Table booking recommended",,28.6471137902,77.3745628819,North Indian food and ambience,https://www.zomato.com/ncr/mystery-of-food-indirapuram-ghaziabad,Mystery of Food,495,"1,800",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.2,"[['Mon', '12:30pm – 12midnight'], ['Tue', '12:30pm – 12midnight'], ['Wed', '12:30pm – 12midnight'], ['Thu', '12:30pm – 12midnight'], ['Fri', '12:30pm – 12midnight'], ['Sat', '12:30pm – 12midnight'], ['Sun', '12:30pm – 12midnight']]",1064,"Food,Service,Look & Feel"
"A -38, Mohen Industrial Estate, Metro Pillar 302, Sarita Vihar, New Delhi","+91 8527733798,  +91 8527733897","North Indian, Chinese",,,,"Home Delivery,Wheelchair Accessible,Full Bar Available,Smoking Area,Indoor Seating,Live Music,Table booking recommended,Wifi,Buffet",,28.5216740815,77.2934488580,,https://www.zomato.com/ncr/aromas-of-pind-sarita-vihar-new-delhi,Aromas of Pind,139,"1,500",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.0,"[['Mon', '11:30am – 11pm'], ['Tue', '11:30am – 11pm'], ['Wed', '11:30am – 11pm'], ['Thu', '11:30am – 11pm'], ['Fri', '11:30am – 11pm'], ['Sat', '11:30am – 11pm'], ['Sun', '11:30am – 11pm']]",525,"Food,Service,Look & Feel"
"Opposite Tarcar Ice Factory Gauravaddo- Calangute, Bardez Goa","+91 9890481096,  +91 9921929869","South Indian, North Indian, Chinese, Beverages",,,,"Breakfast,Home Delivery,Full Bar Available,Kid Friendly,Wifi,Available for Functions,Free Wifi,Live Music,Sports TV,Dance Floor,Free Parking,Serves Cocktails,Private Dining Area Available,Smoking Area,Karaoke,Live Sports Screening,Nightlife,Live Entertainment,Indoor Seating,Outdoor Seating",,15.5312893434,73.7643950433,,https://www.zomato.com/goa/the-curry-house-calangute,The Curry House,Cash,800,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,3.7,"[['Mon', '9am – 2am'], ['Tue', '9am – 2am'], ['Wed', '9am – 2am'], ['Thu', '9am – 2am'], ['Fri', '9am – 2am'], ['Sat', '9am – 2am'], ['Sun', '9am – 2am']]",40,
"Hard Rock Hotel, 370/14, Porba Vaddo, Calangute, Goa",+91 8380093463,Finger Food,,,,"Full Bar Available,Live Music,Wifi,Outdoor Seating,Indoor Seating,Table booking recommended,Smoking Area,Nightlife",,15.5457814002,73.7663245574,,https://www.zomato.com/goa/tonic-hard-rock-hotel-calangute,Tonic - Hard Rock Hotel,135,"1,500",6 pints of beer + 2 appetizers,3.9,"[['Mon', '11am – 2am'], ['Tue', '11am – 2am'], ['Wed', '11am – 2am'], ['Thu', '11am – 2am'], ['Fri', '11am – 2am'], ['Sat', '11am – 2am'], ['Sun', '11am – 2am']]",50,Food
"3rd Floor, INOX Sunny Trade Center, New Atish Market, Mansarovar, Jaipur",0141 6652396,"North Indian, Fast Food",,,,"Full Bar Available,Table booking recommended,Smoking Area,Live Sports Screening,Indoor Seating,Wifi",",Newly Opened",undefined,undefined,,https://www.zomato.com/jaipur/publiq-mansarovar,Publiq,Cash,"1,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,NEW,"[['Mon', '11am – 12midnight'], ['Tue', '11am – 12midnight'], ['Wed', '11am – 12midnight'], ['Thu', '11am – 12midnight'], ['Fri', '11am – 12midnight'], ['Sat', '11am – 12midnight'], ['Sun', '11am – 12midnight']]",N,
"C-1, Commercial Centre, Opposite IIT Main Gate, SDA, New Delhi","011 46508753,  +91 9910321202","Chinese, Thai, Asian",,,,"Home Delivery,Full Bar Available,Table booking recommended,Indoor Seating,Wifi,Brunch",",Sunday Brunches",28.5466007565,77.1963907778,,https://www.zomato.com/ncr/chi-asian-cookhouse-sda-new-delhi,Chi Asian Cookhouse,225,"1,900",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.2,"[['Mon', '12noon – 11:30pm'], ['Tue', '12noon – 11:30pm'], ['Wed', '12noon – 11:30pm'], ['Thu', '12noon – 11:30pm'], ['Fri', '12noon – 11:30pm'], ['Sat', '12noon – 11:30pm'], ['Sun', '12noon – 11:30pm']]",1476,"Food,Service,Look & Feel"
"21, 1st Floor, Sunder Nagar Market, Behind HDFC Bank, Sunder Nagar, New Delhi",011 66103593,American,"Sun, 28 July 2019 - Sun, 26 July 2020 · 12:00 pm - 03:00 pm","Let the fun continue every Sunday afternoon with our incredible Boozy Brunch. Snag a spot in the sun with a glass (or four) of sparkling wine, cocktai...ls and much more Read more",Boozy Brunch,"Full Bar Available,Table reservation required,Indoor Seating",",Boozy Bars",28.6015232000,77.2416328000,,https://www.zomato.com/ncr/saz-american-brasserie-sunder-nagar-new-delhi,SAZ - American Brasserie,300,"2,300",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.3,"[['Mon', '12noon – 1am'], ['Tue', '12noon – 1am'], ['Wed', '12noon – 1am'], ['Thu', '12noon – 1am'], ['Fri', '12noon – 1am'], ['Sat', '12noon – 1am'], ['Sun', '12noon – 1am']]",447,"Food,Service,Look & Feel"
"Shop 205 & 206, 1st Floor, Gardens Galleria Mall, Plot A-2, Sector 38, Noida","+91 9821944023,  +91 9821944024","Continental, Lebanese, Mediterranean, North Indian","Sun, 04 August 2019 - Sat, 30 November 2019 · 07:30 pm - 12:00 am",Now enjoy our extended Happy HoursAfter 7:30pm...Every Wednesday and Thursday!!! 2+1 on alcoholic beverage.For reservation: 9821944023/24,Happy Hours!!!,"Full Bar Available,Mall Parking,Live Sports Screening,Outdoor Seating,Kid Friendly,Smoking Area,Karaoke,Indoor Seating,Table booking recommended",",Boozy Bars",28.5643727192,77.3213649541,,https://www.zomato.com/ncr/wing-ding-pub-cafe-sector-38-noida,Wing Ding - Pub & Cafe,249,"1,800",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.1,"[['Mon', '12noon – 12midnight'], ['Tue', '12noon – 12midnight'], ['Wed', '12noon – 12midnight'], ['Thu', '12noon – 12midnight'], ['Fri', '12noon – 12midnight'], ['Sat', '12noon – 12midnight'], ['Sun', '12noon – 12midnight']]",549,"Food,Service,Look & Feel"
"Ground Floor, H-11, Outer Circle, Connaught Place, New Delhi","+91 9354266520,  +91 9354235213","Bengali, South Indian, North Indian, Mughlai",,,,"Home Delivery,Full Bar Available,Table reservation required,Wifi,Live Entertainment,Live Music,Free Wifi,Private Dining Area Available,Indoor Seating",,28.6354485028,77.2190242633,Wide range of delicacies from across the country & colonial ambiance,https://www.zomato.com/ncr/mother-india-connaught-place-new-delhi,Mother India,255,"1,400",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.0,"[['Mon', '12noon – 12:30am'], ['Tue', '12noon – 12:30am'], ['Wed', '12noon – 12:30am'], ['Thu', '12noon – 12:30am'], ['Fri', '12noon – 12:30am'], ['Sat', '12noon – 12:30am'], ['Sun', '12noon – 12:30am']]",1631,"Food,Service,Look & Feel"
"Ground Floor, Suncity Trade Tower, Sector 21, Gurgaon","+91 9718011155,  +91 9718011166","North Indian, Chinese, Continental","Tue, 20 August 2019 - Sat, 30 November 2019 · 12:00 am - 11:55 pm",Enjoy the 7 Day with unlimited offers fun at untapped brew and pub.Partyholics get ready for limitless fun.Call us to book table now!@ 9718011155....#untappedbrew #pub #freedrinks #food #gossips #dance #drinks #beer #cocktails #gurgaon #gurgaontimes #family #familyday #togetherness #love #fun #lovetime #tuesday #bogo #drinkit Read more,7 Day | 7 Fun,"Full Bar Available,Free Parking,Live Sports Screening,Live Music,Above 18 Only,Smoking Area,Live Entertainment,Nightlife,Indoor Seating,Wifi",",Food Hygiene Rated Restaurants,Microbreweries,Best of Delhi NCR",28.5081302161,77.0711443573,,https://www.zomato.com/ncr/untapped-brew-pub-sector-21-gurgaon,Untapped Brew & Pub,135,"1,500",6 pints of beer + 2 appetizers,4.7,"[['Mon', '12noon – 12midnight'], ['Tue', '12noon – 12midnight'], ['Wed', '12noon – 12midnight'], ['Thu', '12noon – 12midnight'], ['Fri', '12noon – 12midnight'], ['Sat', '12noon – 12midnight'], ['Sun', '12noon – 12midnight']]",254,"Food,Service,Look & Feel"
"A/26, 1st Floor, Sector 63, Noida",011 71564989,"North Indian, Chinese, BBQ","Thu, 01 August 2019 - Sat, 30 November 2019 · 12:00 pm - 11:00 pm",Come over for a night full of comforting & soothing music that touches your heart everyday ( except Tuesday) Spize barbeque & Bar,Live Music By ILLAHI THE BAND,"Home Delivery,Full Bar Available,Live Sports Screening,Live Music,Table booking recommended,Indoor Seating,Smoking Area,Buffet",",Great Buffets",28.6273634894,77.3755026609,,https://www.zomato.com/ncr/spize-barbeque-bar-sector-63-noida,Spize Barbeque & Bar,349,"1,900",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.4,"[['Mon', '12noon – 11pm'], ['Tue', '12noon – 11pm'], ['Wed', '12noon – 11pm'], ['Thu', '12noon – 11pm'], ['Fri', '12noon – 11pm'], ['Sat', '12noon – 11pm'], ['Sun', '12noon – 11pm']]",1166,"Food,Service,Look & Feel"
"Le Meridien, Windsor Place, Janpath, New Delhi",011 66103573,Continental,,,,"Breakfast,Wheelchair Accessible,Full Bar Available,Buffet,4/5 Star,Indoor Seating,Luxury Dining,Wifi,Brunch,Table booking recommended,Valet Parking Available",",Luxury Dining,Wine & Dine",28.6186627379,77.2187956050,Quick and prompt service,https://www.zomato.com/ncr/the-one-le-meridien-janpath-new-delhi,The One - Le Meridien,325,"4,500",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.0,"[['Mon', '24 Hours'], ['Tue', '24 Hours'], ['Wed', '24 Hours'], ['Thu', '24 Hours'], ['Fri', '24 Hours'], ['Sat', '24 Hours'], ['Sun', '24 Hours']]",536,"Food,Service,Look & Feel"
"14-15, 2nd Floor, Block F, Inner Circle, Connaught Place, New Delhi","+91 9599064236,  011 43596593","North Indian, Italian, Chinese, Mexican","Fri, 06 September 2019 - Thu, 31 October 2019 · 08:00 pm - 11:00 pm",All Vodka based drinks are on the house for ladies every thursday.,Ladies Night Every Thursday.,"Full Bar Available,Indoor Seating,Wifi,Nightlife,Live Music,Rooftop,Table booking recommended,Smoking Area",,28.6315178998,77.2204696387,,https://www.zomato.com/ncr/oh-my-god-connaught-place-new-delhi,Oh My God,90,"1,200",6 pints of beer + 2 appetizers,3.9,"[['Mon', '12noon – 1am'], ['Tue', '12noon – 1am'], ['Wed', '12noon – 1am'], ['Thu', '12noon – 1am'], ['Fri', '12noon – 1am'], ['Sat', '12noon – 1am'], ['Sun', '12noon – 1am']]",1316,"Food,Service,Look & Feel"
"The Westin Hotel, Sector 29, Gurgaon",011 71564619,Italian,"Mon, 18 March 2019 - Tue, 31 March 2020 · 12:30 pm - 03:30 pm",Ladies lunch set menu at 1500 AI of taxes and inclusive of soft beverages.Applicable to minimum of 6 ladies.,Ladies Lunch,"Full Bar Available,Valet Parking Available,Outdoor Seating,4/5 Star,Luxury Dining,Indoor Seating,Table booking recommended,Brunch",",Romantic,Luxury dining,Ladies' Luncheon",28.4764192290,77.0709344745,California-influenced preparations and an extensive wine list,https://www.zomato.com/ncr/prego-the-westin-gurgaon-sector-29-gurgaon,Prego - The Westin Gurgaon,400,"4,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.0,"[['Mon', '12noon – 12midnight'], ['Tue', '12noon – 12midnight'], ['Wed', '12noon – 12midnight'], ['Thu', '12noon – 12midnight'], ['Fri', '12noon – 12midnight'], ['Sat', '12noon – 12midnight'], ['Sun', '12noon – 12midnight']]",714,"Food,Service,Look & Feel"
"2nd Floor, Star Tower, Exit 8, NH-8, Sector 30, Gurgaon",+91 9815202102,"North Indian, Asian, Italian, Momos",,,,"Home Delivery,Wheelchair Accessible,Full Bar Available,Live Sports Screening,Valet Parking Available,Outdoor Seating,Indoor Seating,Table booking recommended,LGBTQIA Friendly,Smoking Area,Wifi,Buffet,Nightlife,Live Music,Above 18 Only",,28.4604322396,77.0522230491,,https://www.zomato.com/ncr/bottles-and-barrels-sector-30-gurgaon,Bottles And Barrels,155,"1,900",6 pints of beer + 2 appetizers,4.3,"[['Mon', '12noon – 12midnight'], ['Tue', '12noon – 12midnight'], ['Wed', '12noon – 12midnight'], ['Thu', '12noon – 12midnight'], ['Fri', '12noon – 12midnight'], ['Sat', '12noon – 12midnight'], ['Sun', '12noon – 12midnight']]",655,"Food,Service,Look & Feel"
"The Leela Ambience, Ambience Island, DLF Phase 3, Gurgaon","0124 4771234,  0124 4771255","North Indian, European, Asian",,,,"Breakfast,Wheelchair Accessible,Full Bar Available,Valet Parking Available,Indoor Seating,Table booking recommended,Buffet,4/5 Star,Luxury Dining,Brunch",,28.5052493463,77.0953093842,,https://www.zomato.com/ncr/spectra-the-leela-ambience-dlf-phase-3-gurgaon,Spectra - The Leela Ambience,Cash,"4,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.1,"[['Mon', '24 Hours'], ['Tue', '24 Hours'], ['Wed', '24 Hours'], ['Thu', '24 Hours'], ['Fri', '24 Hours'], ['Sat', '24 Hours'], ['Sun', '24 Hours']]",906,"Food,Service,Look & Feel"
"A8, Asconwado, Uttorda Beach, Majorda, Goa","0832 6751000,  0832 6751072","Asian, Continental, North Indian",,,,"Breakfast,Full Bar Available,Outdoor Seating,Buffet",,15.3176907498,73.9034907147,,https://www.zomato.com/goa/planet-dailies-majorda,Planet Dailies,Cash,"1,500",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,3.9,"[['Mon', '7am – 10:30am, 12:30pm – 3pm, 7:30pm – 11pm'], ['Tue', '7am – 10:30am, 12:30pm – 3pm, 7:30pm – 11pm'], ['Wed', '7am – 10:30am, 12:30pm – 3pm, 7:30pm – 11pm'], ['Thu', '7am – 10:30am, 12:30pm – 3pm, 7:30pm – 11pm'], ['Fri', '7am – 10:30am, 12:30pm – 3pm, 7:30pm – 11pm'], ['Sat', '7am – 10:30am, 12:30pm – 3pm, 7:30pm – 11pm'], ['Sun', '7am – 10:30am, 12:30pm – 3pm, 7:30pm – 11pm']]",27,
"Guamwadi, Anjuna Siolim Road,, Mapusa, Mapusa, Goa",+91 8975040528,"Goan, Chinese, Continental",,,,"Home Delivery,Full Bar Available,Indoor Seating",,undefined,undefined,,https://www.zomato.com/goa/goan-spice-mapusa,Goan Spice,50,450,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,3.9,"[['Mon', '12noon – 12midnight'], ['Tue', '12noon – 12midnight'], ['Wed', '12noon – 12midnight'], ['Thu', '12noon – 12midnight'], ['Fri', '12noon – 12midnight'], ['Sat', '12noon – 12midnight'], ['Sun', '12noon – 12midnight']]",62,Food
"Hotel Seven Seas, A 6, Nemi Nagar, Gandhi Path, Vaishali Nagar, Jaipur","+91 9983666396,  0141 4020992","North Indian, Chinese, South Indian",,,,"Full Bar Available,Table Reservation Not Required,Indoor Seating",,26.9059484274,75.7394674793,,https://www.zomato.com/jaipur/pacific-multi-cuisine-restaurant-1-vaishali-nagar,Pacific Multi Cuisine Restaurant,Cash,450,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,2.8,"[['Mon', '11am – 11pm'], ['Tue', '11am – 11pm'], ['Wed', '11am – 11pm'], ['Thu', '11am – 11pm'], ['Fri', '11am – 11pm'], ['Sat', '11am – 11pm'], ['Sun', '11am – 11pm']]",8,
"Level 1, South Point Mall, Golf Course Road, Gurugram",+91 9811000797,"Continental, Mediterranean, Salad",,,,"Breakfast,Wine,Mall Parking,Indoor Seating",,28.4478400683,77.0993018523,,https://www.zomato.com/ncr/another-fine-day-1-golf-course-road-gurgaon,Another Fine Day,235,800,2 sandwiches + 2 beverages,4.0,"[['Mon', '10am – 10pm'], ['Tue', '10am – 10pm'], ['Wed', '10am – 10pm'], ['Thu', '10am – 10pm'], ['Fri', '10am – 10pm'], ['Sat', '10am – 10pm'], ['Sun', '10am – 10pm']]",199,"Food,Service,Look & Feel"
"G 4/5/6, Marina Arcade, Connaught Place, New Delhi","011 23413456,  011 23413458","Asian, Chinese",,,,"Home Delivery,Full Bar Available,Brunch,Table reservation required,Wifi,Buffet,Indoor Seating,Smoking Area",,28.6341972705,77.2173750401,Ambiance as well as Chinese delicacies,https://www.zomato.com/ncr/china-garden-connaught-place-new-delhi,China Garden,295,"1,900",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,3.9,"[['Mon', '12:30pm – 11:30pm'], ['Tue', '12:30pm – 11:30pm'], ['Wed', '12:30pm – 11:30pm'], ['Thu', '12:30pm – 11:30pm'], ['Fri', '12:30pm – 11:30pm'], ['Sat', '12:30pm – 11:30pm'], ['Sun', '12:30pm – 11:30pm']]",652,"Food,Service,Look & Feel"
"M 73, M Block Market, Greater Kailash (GK) 2, New Delhi","011 29223456,  011 29223457",Chinese,,,,"Home Delivery,Full Bar Available,Smoking Area,Buffet,Indoor Seating,Table reservation required,Wifi,Brunch",",Great Buffets",28.5328627424,77.2432342172,Ambiance as well as Chinese delicacies,https://www.zomato.com/ncr/china-garden-greater-kailash-gk-2-new-delhi,China Garden,295,"1,900",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.0,"[['Mon', '12:30pm – 3:30pm, 7:30pm – 11:30pm'], ['Tue', '12:30pm – 3:30pm, 7:30pm – 11:30pm'], ['Wed', '12:30pm – 3:30pm, 7:30pm – 11:30pm'], ['Thu', '12:30pm – 3:30pm, 7:30pm – 11:30pm'], ['Fri', '12:30pm – 3:30pm, 7:30pm – 11:30pm'], ['Sat', '12:30pm – 3:30pm, 7:30pm – 11:30pm'], ['Sun', '12:30pm – 3:30pm, 7:30pm – 11:30pm']]",853,"Food,Service,Look & Feel"
"Shop GGL - 337/C1, 2nd Floor, Gardens Galleria, Sector 38 A, Noida",+91 9999212381,"Bar Food, Finger Food",,,,"Full Bar Available,Live Entertainment,Indoor Seating,Table booking for Groups,Smoking Area,Dance Floor,Nightlife,Live Music,Free Wifi",,28.5649340000,77.3218610000,,https://www.zomato.com/ncr/ministry-of-sound-sector-38-noida,Ministry of Sound,Cash,"1,200",6 pints of beer + 2 appetizers,3.6,"[['Mon', '12midnight – 6am'], ['Tue', '12midnight – 6am'], ['Wed', '12midnight – 6am'], ['Thu', '12midnight – 6am'], ['Fri', '12midnight – 6am'], ['Sat', '12midnight – 6am'], ['Sun', '12midnight – 6am']]",40,
"25B, 1st Floor, Pusa Road, Opposite Metro Pillar 117, Rajinder Nagar, New Delhi",+91 8470054321,"North Indian, Continental, Asian, Sushi",,,,"Full Bar Available,Indoor Seating,Live Music,Table reservation required,Smoking Area",",Pan-Asian Delicacies,Ladies' Luncheon,Live Music,Where's The Party?",28.6434001889,77.1857313439,,https://www.zomato.com/ncr/pikkle-rajinder-nagar-new-delhi,Pikkle,115,"1,500",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.1,"[['Mon', '12noon – 1am'], ['Tue', '12noon – 1am'], ['Wed', '12noon – 1am'], ['Thu', '12noon – 1am'], ['Fri', '12noon – 1am'], ['Sat', '12noon – 1am'], ['Sun', '12noon – 1am']]",603,"Food,Service,Look & Feel"
"3rd Floor, South Point Mall, Golf Course Road, Gurgaon","+91 8448325550,  +91 8448245551","Finger Food, Asian, American",,,,"Full Bar Available,Mall Parking,Craft Beer,Outdoor Seating,Indoor Seating,Nightlife,Live Music,Serves Cocktails,Table booking recommended",",Microbreweries,Rooftops,Ladies Night Out",28.4478238548,77.0997833088,,https://www.zomato.com/ncr/striker-skybar-golf-course-road-gurgaon,Striker Skybar,250,"2,400",6 pints of beer + 2 appetizers,4.3,"[['Mon', '1pm – 1am'], ['Tue', '1pm – 1am'], ['Wed', '1pm – 1am'], ['Thu', '1pm – 1am'], ['Fri', '1pm – 1am'], ['Sat', '1pm – 1am'], ['Sun', '1pm – 1am']]",881,"Food,Service,Look & Feel"
"J-198, 2nd Floor, Rajouri Garden, New Delhi",011 61495265,"Chinese, North Indian, Fast Food, Italian","Thu, 27 June 2019 - Fri, 31 January 2020 · 08:00 pm - 01:00 pm","Free Hookah for all the ladies in the house , bring your girl gang and party here .#Sheesha #Beingfree #GharReloaded",Thursday Ladies Special,"Home Delivery,Full Bar Available,Smoking Area,Brunch,Valet Parking Available,Live Music,Free Wifi,Indoor Seating,Table booking recommended",,28.6464935417,77.1177044883,,https://www.zomato.com/ncr/ghar-reloaded-rajouri-garden-new-delhi,Ghar Reloaded,105,"1,300",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.0,"[['Mon', '11:30am – 12midnight'], ['Tue', '11:30am – 12midnight'], ['Wed', '11:30am – 12midnight'], ['Thu', '11:30am – 12midnight'], ['Fri', '11:30am – 12midnight'], ['Sat', '11:30am – 12midnight'], ['Sun', '11:30am – 12midnight']]",1547,"Food,Service,Look & Feel"
"The Imperial, Janpath, New Delhi","011 41116605,  +91 9899178063","Malaysian, Thai, Kerala, Vietnamese, Sri Lankan",,,,"Wheelchair Accessible,Full Bar Available,Outdoor Seating,Luxury Dining,4/5 Star,Table booking recommended,Indoor Seating",,28.6250232689,77.2190872952,Authentic decor along with Pan Asian delicacies,https://www.zomato.com/ncr/the-spice-route-the-imperial-janpath-new-delhi,The Spice Route - The Imperial,Cash,"6,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.1,"[['Mon', '12:30pm – 2:45pm, 7pm – 11:45pm'], ['Tue', '12:30pm – 2:45pm, 7pm – 11:45pm'], ['Wed', '12:30pm – 2:45pm, 7pm – 11:45pm'], ['Thu', '12:30pm – 2:45pm, 7pm – 11:45pm'], ['Fri', '12:30pm – 2:45pm, 7pm – 11:45pm'], ['Sat', '12:30pm – 2:45pm, 7pm – 11:45pm'], ['Sun', '12:30pm – 2:45pm, 7pm – 11:45pm']]",371,"Food,Look & Feel"
"World Mark 3, Aerocity, New Delhi",011 71565091,European,,,,"Full Bar Available,Serves Cocktails,Indoor Seating,Table booking recommended,Brunch",",Newly Opened",28.5519390000,77.1216920000,,https://www.zomato.com/ncr/mesa-wine-bistro-1-aerocity-new-delhi,Mesa Wine Bistro,Cash,"1,500",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,NEW,"[['Mon', '12noon – 12:30am'], ['Tue', '12noon – 12:30am'], ['Wed', '12noon – 12:30am'], ['Thu', '12noon – 12:30am'], ['Fri', '12noon – 12:30am'], ['Sat', '12noon – 12:30am'], ['Sun', '12noon – 12:30am']]",N,
"Pullman New Delhi Aerocity, Asset 2, GMR Hospitality District, Near IGI Airport, Aerocity, New Delhi",011 66104031,"Japanese, Chinese, Thai",,,,"Wheelchair Accessible,Full Bar Available,Valet Parking Available,Outdoor Seating,4/5 Star,Table booking recommended,Luxury Dining,Indoor Seating,Smoking Area,Wifi",",Pan-Asian Delicacies,Romantic,Taste of Japan,Wine & Dine,Sneak Peek Delhi",28.5545290000,77.1240222000,,https://www.zomato.com/ncr/honk-pullman-new-delhi-aerocity-aerocity-new-delhi,Honk - Pullman New Delhi Aerocity,325,"2,500",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.4,"[['Mon', '12:30pm – 3pm, 6pm – 11:30pm'], ['Tue', '12:30pm – 3pm, 6pm – 11:30pm'], ['Wed', '12:30pm – 3pm, 6pm – 11:30pm'], ['Thu', '12:30pm – 3pm, 6pm – 11:30pm'], ['Fri', '12:30pm – 3pm, 6pm – 11:30pm'], ['Sat', '6pm – 11:30pm'], ['Sun', '6pm – 11:30pm']]",766,"Food,Service,Look & Feel"
"Ground Floor, MPD Towers, Golf Course Road, Gurgaon","0124 4386155,  +91 8510051515","Continental, Mediterranean, Salad",,,,"Breakfast,Home Delivery,Wine and Beer,Board Games,Indoor Seating,Table booking recommended,Valet Parking Available,Free Wifi,All Day Breakfast",",Insta-Worthy",28.4547553658,77.0971577615,,https://www.zomato.com/ncr/another-fine-day-golf-course-road-gurgaon,Another Fine Day,235,800,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.2,"[['Mon', '10am – 11pm'], ['Tue', '10am – 11pm'], ['Wed', '10am – 11pm'], ['Thu', '10am – 11pm'], ['Fri', '10am – 11pm'], ['Sat', '10am – 11pm'], ['Sun', '9am – 11pm']]",990,"Food,Service,Look & Feel"
"Opposite Manipal Hospital, Panaji, Goa",+91 9834750986,"North Indian, Chinese",,,,"Full Bar Available,Indoor Seating,Smoking Area",,15.4591773346,73.8134694099,,https://www.zomato.com/goa/unique-bar-and-restaurant-panaji,Unique Bar and Restaurant,Cash,400,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,3.7,"[['Mon', '11am – 11pm'], ['Tue', '11am – 11pm'], ['Wed', '11am – 11pm'], ['Thu', '11am – 11pm'], ['Fri', '11am – 11pm'], ['Sat', '11am – 11pm'], ['Sun', '11am – 11pm']]",36,
